channelId,channelTitle,channelDescription,channelTotalView,channelVideoCount,channelSubscribers,keywords,channelThumbnail,channelTopics
UC6lUwSSWz_elt4bf8CvGEvw,더스포츠,전 세계의 스포츠반응을 소개하는 채널입니다.,47120607,446,78500,손흥민 손흥민 골 손흥민 득점 손흥민 이적 손흥민 인터뷰 손흥민 하이라이트 이강인 이강인 득점 이강인 골 이강인 어시스트 이강인 슛돌이 이강인 하이라이트 황희찬 황희찬 골 황희찬 득점 황희찬 나혼자산다 황희찬 하이라이트 김민재 김민재 수비 김민재 하이라이트 김민재 이적 김민재 우승,https://yt3.ggpht.com/QCfspM97O-s4Hb_zEqcH3Eba7j9alPvT8di4IGTnChdX0RCL_h8cKdLpY6smTDP6pQSEdkUF3A=s88-c-k-c0xffffffff-no-rj-mo,사회 (상위 주제) 미식축구 스포츠 (상위 주제) 정치
UC6NPF8VY3iaAxF3u1Bbr9vw,민훈기의 인생야구,2024년은 제가 풀타임으로 야구를 취재하고 또 해설까지 이어간지 31번째 되는 시즌입니다. 특파원으로 현장에서 10년 넘게 MLB와 ...,1995632,418,12300,민훈기 인생야구 민훈기의인생야구 KBO리그 MLB 야구사람 사람야구 민기자 야구해설위원 야구기자 스포츠컬럼니스트 야구컬럼니스트 KT위즈 삼성라이온즈 LG트윈스 두산베어스 키움히어로즈 SGG랜더스 NC다이노스 롯데자이언츠 KIA타이거즈 한화이글스 minkiza minkiza.com 인터뷰 야구인터뷰,https://yt3.ggpht.com/Ha_8SSD2rot_jGX1o48rc6uFhUL2YthaYyWV_hvdSm6lFHrn-Z7Y9ykS5XLVix2E0fxaTO4M=s88-c-k-c0xffffffff-no-rj-mo,야구 스포츠 (상위 주제)
UC6sRJnwb4R5goPc-LVqusBw,일구TV,카오디오튜닝 스피커튜닝 DSP앰프 서브우퍼 파워앰프 등... ▷네이버 블로그 럭셔리카클럽 https://blog.naver.com/miini1021 ▷투 ...,2375718,238,13000,카오디오튜닝 스피커튜닝 DSP앰프 서브우퍼튜닝 파워앰프튜닝 고출력스피커튜닝 고음질스피커튜닝 깨끗한음질 자동차오디오 순정카오디오튜닝 일구TV 일구티비 리스토어 일구유튜브,https://yt3.ggpht.com/QwUgr8d9cvrvgZ0hUyX9ayxE4sITkWxXDJbBUwVCOJxMjJWD7UD8zkHJnxcffK4CljPFnAzsgQ=s88-c-k-c0xffffffff-no-rj-mo,취미 기술 차량 라이프스타일 (상위 주제)
UC6T_EGYl8O_bUafd_jc6Zyw,집사인생 용시쿠,고슴도치와 페럿과 고양이를 키우며 집사인생을 살고 있는 용시쿠입니다. 루비(여) 스탠다드 2018.11.22 ~ 2022.12.30 루시(남) ...,228361626,902,302000,고슴도치 소동물 특수동물 애완동물 동물 pet hedgehog ハリネズミ 페럿 ferret 페럿키우기 フェレット,https://yt3.ggpht.com/dbgVmzHqywCzGCGfk9MVft5Wet_L1eIqpvEbaZM3KMflCkok5KX9JrvAmewORDxpUWLdwoIQdA=s88-c-k-c0xffffffff-no-rj-mo,라이프스타일 (상위 주제) 반려동물
UC6VzIz8tJLnetS79VbsHPGg,런업,"Lifestyle #Fashion #IT 서울 사는 40대 남자의 라이프 스타일 어른의 호기심으로 본 사람과 사물, 이들이 엮여 만드는 서울의 일상을 ...",74112760,888,257000,서울 라이프스타일 리뷰 브이로그 청담동 남자브이로그 브이로그추천 강남 korea seoul gangnam vlog 추천 패션 fashion review tech 청담,https://yt3.ggpht.com/ytc/AIdro_kzUqcb0CrpoMB2gI1owXMLyYx0TZMY6xfr-0yZzY_P9_Q=s88-c-k-c0xffffffff-no-rj-mo,라이프스타일 (상위 주제) 패션
UC6xzyE_vHwy2rIch26EGZJQ,첨단개그,씁쓸한 첨단 개그를 보여드립니다.,45437351,96,192000,애니 만화 애니메이션 병맛 병맛더빙,https://yt3.ggpht.com/djRWh69MSyl4bJqTzOM7x83jjaqn2ijaaLVoze5lqIqGMGxGo-k22FLpnNmcPkT5cck4J17Z2Q=s88-c-k-c0xffffffff-no-rj-mo,영화 엔터테인먼트 (상위 주제)
UC6YNrBIsWy20yJut72I8_AA,띵플리 띵곡 플레이리스트,띵플리 띵곡 플레이리스트 멜론차트 인기차트 발라드모음 댄스곡모음.,3930689,91,22400,Kpop KPOP Playlist 노래모음 명곡모음 아이돌 노래모음 걸그룹 노래모음 노래방 애창곡 kpop chart,https://yt3.ggpht.com/ytc/AIdro_m-9keOY1cUN0vCG1S6Epwmo9fAuy-3Q3bZ8zn87pqvkjs=s88-c-k-c0xffffffff-no-rj-mo,팝 음악 음악 (상위 주제) 아시아 음악
UC6YOBYzHO38u-l78aTzUcJg,곽준혁 KwakJunHyouk,FC온라인 프로게이머 곽준혁입니다. 구독과 좋아요 한번씩 눌러주시면 감사하겠습니다. 광고 및 제휴 문의: 904jun@naver.com ...,41682104,1060,55300,,https://yt3.ggpht.com/OO7w_XWhAwkrNkghouw1QE8RA07QAEJ2uLTH3k_iVAZXt7vYPBme2cibjgI6eAScfQkIIWoW=s88-c-k-c0xffffffff-no-rj-mo,게임 (상위 주제) 스포츠 게임 스포츠 (상위 주제)
UC6YqXiwCBfPvPTs3wXgWElQ,한국e스포츠협회,한국e스포츠협회(KeSPA) 공식 YouTube 채널 입니다.,25337718,1706,84500,게임 e스포츠 프로게이머 Game e-sports progamer,https://yt3.ggpht.com/djVowYBqnmeGQ7KNH40mvBQs8BKZPJnKPoRbfBaEjdNaI99LzU2nHnnlUoUMepew1EXjc1Up=s88-c-k-c0xffffffff-no-rj-mo,스포츠 게임 롤플레잉 비디오 게임 액션 게임 게임 (상위 주제) 전략 비디오 게임
UC6ZVDR1LpW0cLuKja_nr3-A,범비 MUKBANG,맛있는거 먹기 좋아하는 사람. 그러나 자기가 좋아하는 것만.,97663149,465,156000,먹방 asmr mukbang 리얼먹방 여자먹방 asmr먹방 asmrmukbang モッパン 범비 폭식 먹방브이로그,https://yt3.ggpht.com/cYvQMWuFKO_TIksi4Tt9Kfs55hOqrC3v53uRUtbBR1wmeJn2ou0oqV37Knw0aXiTGDfGOgeeug=s88-c-k-c0xffffffff-no-rj-mo,라이프스타일 (상위 주제) 음식
UC7_CFRfhIj-fSk3patOQOaw,싱글벙글 SGBG,싱글벙글 #스케치코미디 비즈니스 메일 : sgbgstudio@naver.com.,1750792196,611,1380000,,https://yt3.ggpht.com/SzhTDK37eqIAs7u2fzEoWsLlrt9fFdum5NAz0jks7xKWQ_i_uDS_0QrsOYXD7Mxc9kXWJfmNyQ=s88-c-k-c0xffffffff-no-rj-mo,영화 엔터테인먼트 (상위 주제)
UC71uyaLVBWqmW5oAn1YamIA,영평티비 YPTV,"다양한 부캐들이 사는곳 세영맨숀 放送,行事,渉外,広告,講演及び各種お問い合わせは電子メール& DM お願いします! mail) ...",31457951,107,248000,영평티비 개그우먼이세영 이세영 희극인이세영 한일커플,https://yt3.ggpht.com/hESYywA-HicmcpwuZBHgJSXJlH8_mg579JFfNVD57z90KRbeBFNLj16dxambWWndrnx_EgAkb2Y=s88-c-k-c0xffffffff-no-rj-mo,라이프스타일 (상위 주제)
UC768XN2ZjMYtNsPT6hcvbCA,Dana ASMR,ASMR영상을 제작하는 데이나입니다♡ (자유업로드) I make ASMR videos :) Free Uploads! Business Email biz@onways.co.kr ...,329079865,255,883000,Dana ASMR,https://yt3.ggpht.com/ytc/AIdro_ki7WGuH475j-QMwj_IPoHQTOl8gFVeuKvMFNxTUqY_N_vi=s88-c-k-c0xffffffff-no-rj-mo,라이프스타일 (상위 주제)
UC76lNhRsLGlrk74ZmNc494g,한결라인 세계여행 HG_line,"나만의 길을 그리는 여행, 한결라인!",11151124,94,12800,#세계여행 세계여행유튜브 배낭여행 여행유튜브 여행 인도 인도여행 이집트 이집트여행 유럽여행 유럽 아시아여행 아시아 동유럽여행 런던 네팔 히말라야 포카라 바라나시 타지마할 뉴델리 콜카타 카이로 피라미드 시와 다합 요르단 와디럼 페트라 혼자여행 독일 크리스마스 영국 아이슬란드 빙하 아이슬란드여행 렌터카여행 낭만여행 폴란드 헝가리 그리스 아테네 버스킹 그리스여행 튀르키예 카파도키아,https://yt3.ggpht.com/FVXOR89Qf-G3uu9gxpys-YTfJhmCcWiGGhlAgFRL_RqDkSyTlD0JuVT99UIY2YNdPrn07-B7=s88-c-k-c0xffffffff-no-rj-mo,라이프스타일 (상위 주제) Unknown
UC79CxOQz8FQB4w5iHWEjJtQ,스토커즈 STalkers,여러분의 현명한 소비를 위해 떠드는 채널입니다. 주 4회 / 19시 30분 정기적으로 업로드를 하고 있습니다. 구독과 좋아요 알림 설정 ...,65556716,1103,235000,쇼핑 패션 리뷰 스타일 노하우 남자패션 코디 할인 코디팁 남자코디 트렌드 패션트렌드 꿀팁,https://yt3.ggpht.com/ytc/AIdro_n5LG45G0wkGK78-XY72SS55CKWwWCaUf8TEGbSCR9PCJY=s88-c-k-c0xffffffff-no-rj-mo,패션 라이프스타일 (상위 주제)
UC79RNqux_lKYaXWoazNTuFQ,미선짱,IG : sunn416.,682902203,589,464000,,https://yt3.ggpht.com/2a9O958t_SVZO4Lrkv7TjPcG2sxYM8MmOUOrQx5EY9pj57VSq_k9waIgv7SursCRipkIbhLXpQ=s88-c-k-c0xffffffff-no-rj-mo,라이프스타일 (상위 주제) 패션
UC7bbjCJd4kVLwPRG6KoruZw,구제역,재밌는 영상 많아요. 밥도 먹고 실험도 하고 게임도 할거에오 제보 & 문의 : juhn92@gmail.com.,53131640,595,161000,신문고 이슈 제보,https://yt3.ggpht.com/ytc/AIdro_mp2qGKE2b1O2v-Kt5pMOl8uz5aqOBipzE03f52-prqP_M=s88-c-k-c0xffffffff-no-rj-mo,Unknown
UC7bcRlidTERRb_MKRHPVSnw,푸린,"세상의 모든 게임을 공략해주는 남자 푸린입니다. ✓업로드 날짜 ✓ 월, 화 ,수 ,목, 토, 일 (밤 10시) / 금 (휴방) ✓생방송 주소✓ 치지직 ...",556562679,2553,652000,고인물 공략 공포게임 공포 푸린 수탉 플레임,https://yt3.ggpht.com/ytc/AIdro_lg5yxaqzU8mG1DJ9YF0ie5RWHs-S0_jHBl-REuIlmf7RM=s88-c-k-c0xffffffff-no-rj-mo,액션 게임 액션 어드벤처 게임 롤플레잉 비디오 게임 게임 (상위 주제)
UC7bRo3yLjtrRV9qU_KsE6nA,가르마[GARMA],안녕하세요 유튜브 먹방 크리에이터 가르마입니다~ 각종문의 및 스폰문의 카카오톡:toking2045 이메일:toking2045@naver.com.,554456827,1917,1430000,,https://yt3.ggpht.com/ytc/AIdro_mj9LuR5FRAF2LXs3Q-ulgg5ON1MNcRsb0pGH4zs-HCarY=s88-c-k-c0xffffffff-no-rj-mo,라이프스타일 (상위 주제) 음식
UC7buwq_navFjilxdYaGO0xw,0zoo 영주,안녕하세요! '예쁨'과 '못남'이 공존하는 뷰티 유머 크리에이터 '0zoo 영주'의 공식 유튜브(Youtube) 채널입니다. 항상 여러분들에게 ...,96787450,544,322000,차영주 영주 뷰티 화장 메이크업 하울 리뷰 후기 개그 유머 코미디 엔터 재미 웃음,https://yt3.ggpht.com/twLQOXLMpOp-vQxrCy6sCKdVZWun_BNsqjq4WQEDeWSCk8tH_hqEPgPY4hNxSADmcKftdSb0=s88-c-k-c0xffffffff-no-rj-mo,라이프스타일 (상위 주제) 음식
UC7DRERDIJUzxcbwIFeIom3g,Romantic cat TV낭만고양이,길고양이 전문채널 방송.,45196082,847,117000,고양이 길고양이 낭만고양이 kitten cat 사랑 행복 힐링 다큐 진실 희망 알고리즘 반려동물 유기묘 아기고양이 새끼고양이 cute Algorithm,https://yt3.ggpht.com/e7byR8nVsLJBPA6OwkIe6_cbEiJNeC_-ROgLI5p8fU12bnLJKQV4SbzZjFGfHo1D1RXyzyIpQI0=s88-c-k-c0xffffffff-no-rj-mo,라이프스타일 (상위 주제) 반려동물
UC7e5oAresWJW6LOyygdSUXw,박진우[JINU],광고문의: teamjinu@naver.com 전세계를 여행하며 예쁜 사람들과 친구가 되는 콘텐츠를 하고 있습니다 아프리카티비 생방송 한국 ...,568684263,1511,802000,아프리카TV 여캠 섹시 봉준 김봉준 감스트 이상호 보겸 김인호 피지컬갤러리 진용진 허팝 떵개떵 한국남자 원정맨 킴성태 랄로 침착맨 오세블리 임아니 김민교 동수칸 유소나 우왁굳 두치와뿌꾸 저라뎃 남순 와꾸대장 철구 타요 최군 커맨더지코 케이 팡이요 범프리카 박사장 수찬 런닝맨 무한도전 SNL 빠니보틀 곽튜브 희철리즘 원지의하루 초마드 조튜브 노마드션 캐럿맨 홍고고 테디여행기 코이티비 수빈 겜순이녜,https://yt3.ggpht.com/LEyxH4LAafQRzXNI7A2Ga8tS21jzzu7lu3qQRBVHK1xLudCEfEIJPCyXAmJmh79hEu7ntBQgCQ=s88-c-k-c0xffffffff-no-rj-mo,라이프스타일 (상위 주제)
UC7F6UDq3gykPZHWRhrj_BDw,사물궁이 잡학지식,사소해서 물어보지 못했지만 궁금했던 이야기(사물궁이)』를 다루고 있습니다. 과학적인 내용과 잡학적인 내용이 주를 이루고 ...,325030206,546,1560000,궁금증 잡학 호기심 사물궁이 지식,https://yt3.ggpht.com/qPvxOnX-UC4FlPwvGIXy0GPDABEShHklFuFT4d__Wdbe0XtaW9JPbtBXUyPKZzY9891pKstWsQ=s88-c-k-c0xffffffff-no-rj-mo,Unknown
UC7gDQCxC1wr955ECW6wSOoA,LULUPANG 루루팡,안녕하세요! 애니메이션 뷰티 유튜버 루루팡입니다. 메이크업 / 피부관리 등 뷰티관련 영상을 애니메이션으로 만들어요. E-mail: ...,438128597,197,2260000,ASMR 메이크업 ASMR LULUPANG 루루팡 애니메이션 메이크업 애니메이션 스톱모션 stopmotion,https://yt3.ggpht.com/ytc/AIdro_lAzw8YC5UE4nXFNY54kh8wiiqcH_IHKHmXOEo0OG1Npw=s88-c-k-c0xffffffff-no-rj-mo,라이프스타일 (상위 주제) 영화 엔터테인먼트 (상위 주제) 건강
UC7giRJDyHuxffj4dfSHy_TQ,꽃언니,"8년차 세계여행 -ing, 31살에 퇴사하고 세계여행 중 나답게 살고 싶어서 여행을 시작했고, 여행을 하며 오늘을 행복하게 사는 것이 꿈 ...",6075684,607,49300,세계여행 여자혼자세계여행 배낭여행 먹방여행 streetfood 여행유튜버,https://yt3.ggpht.com/1kA49jIu8AjZ_irXlcK4LJJ1A-h7TqbYJ422Twz1sCTecZSHxZz-ZCOcpZIS2Jt9b32lepxW=s88-c-k-c0xffffffff-no-rj-mo,음식 라이프스타일 (상위 주제) Unknown
UC7IAKIxvYr-LG69r9ksTSNA,가은Gaeun,exkim0205@gmail.com.,38432073,254,258000,,https://yt3.ggpht.com/ytc/AIdro_kuaRTLFmbRo_PRVKl7orSk2V2Du4MJZiOfuDlOxpcIMdw=s88-c-k-c0xffffffff-no-rj-mo,음식 라이프스타일 (상위 주제)
UC7ivwVWF0tT9T-8egmWQ2Zw,슬기 SEULKI,슬기의 하루를 기록하는 채널입니다 Mail : seulkiki0214@gmail.com.,19296591,80,150000,브이로그 슬기 슬기 브이로그 일상 브이로그 vlog,https://yt3.ggpht.com/Qzc6rMFqMFNP62cERR-9Vx4Nsg8a2LCBQdcG37ZOWqf9JKOsjloYWydtvc9wbJJn-7K4ZK-Y9w=s88-c-k-c0xffffffff-no-rj-mo,음식 라이프스타일 (상위 주제)
UC7r8TlT3orP--OTtuhTrMAA,야구에 미치다,야구를 더 즐겁게 보는 방법! AEDUFB@AICOMPANY.,129094282,572,30800,야구 프로야구 한국야구 KBO 롯데자이언츠 롯데 자이언츠 NC다이노스 NC 다이노스 엔씨다이노스 엔씨 다이노스 삼성라이온즈 삼성 라이온즈 기아타이거즈 기아 타이거즈 KT위즈 KT 위즈 케이티위즈 케이티 위즈 한화이글스 한화 이글스 SSG랜더스 SSG 랜더스 LG트윈스 LG 트윈스 엘지트윈스 엘지 트윈스 키움히어로즈 키움 히어로즈 두산베어스 두산 베어스 야구 하이라이트 MLB 하이라이트 야구 분석,https://yt3.ggpht.com/3gB7OHJECtZj2BV4_WKzbyFqfa2PF2S45DbE0sr3X7AFivRknaa2sigqVpjOj1UXX49g3QOI=s88-c-k-c0xffffffff-no-rj-mo,스포츠 (상위 주제) 야구
UC7uKMg7lPdCp4Nm1tLesihQ,마재TV,뭘 하기는 하는데 아직 뭘하는지 모르는 채널.,583783213,4163,745000,마재 액시스마이콜 나서스 롤 티모 우디르 니케 블루아카이브 T1 페이커 리뷰,https://yt3.ggpht.com/pF3WXzD0fJmVgqXfrFKoG5kmEFDKu-5xhzVi6eochF4HCR2WgRwvFuWj3tN5A7cNUUTCthqqlg=s88-c-k-c0xffffffff-no-rj-mo,롤플레잉 비디오 게임 게임 (상위 주제) 액션 게임
UC7vrs96QT9uq16QWqB3aPyw,웰컴스포츠,No. 1 디지털뱅킹 웰컴저축은행의 스포츠 커뮤니티입니다.,37058317,614,78400,금융;웰컴디지털뱅크;웰뱅;웰컴저축은행 스포츠;골프;배구;야구;당구;위너스컵 웰뱅톱랭킹;배구;야구;롤린;웰뱅여신 골프;klpga;장애인골퍼;한정원 마라톤;런닝;달리기;런닝동호회;아테네;그리스;마라톤 연습 웰뱅피닉스;pba;당구;당구잘치는법;당구레슨;3쿠션레슨;차유람;쿠드롱;,https://yt3.ggpht.com/Tk1cfhnnm3Q-XXj4wJ7YO4oAUijQgMg9eynO-lXWM1uldOcJXYow_0PcNVwWBfWDNZSg8APG=s88-c-k-c0xffffffff-no-rj-mo,라이프스타일 (상위 주제) 스포츠 (상위 주제)
UC7YgSbAtjsKRPAaCHWY2EwQ,히댕,히댕 유튜브 채널입니다 :) 모든 생방송은 아프리카TV https://bj.afreecatv.com/ouo20411 시청해주셔서 정말 감사합니다. 인스타 ...,2496150,76,19100,히댕 배그 오버워치 롤 여캠 아프리카 비제이 BJ,https://yt3.ggpht.com/7eI2sBJN1pfsKMxh6zHgPfeZ8itvT45MQ9WPsjOdQrJ8tc-GLd0sUPO2c__SdicRYUJApgzZ=s88-c-k-c0xffffffff-no-rj-mo,롤플레잉 비디오 게임 라이프스타일 (상위 주제) 액션 게임 게임 (상위 주제)
UC80zFRpqbg1rmuQUbO6HABQ,어썸블리스 AwesomeBLISS,기본력(力) : 기본이 최고의 효율성을 지녔다고 믿습니다. https://awesomebliss.kr/ ▷파워리프팅 그리고 보디빌딩 모두를 결과로 증명 ...,87995741,1094,265000,스쿼트 벤치프레스 데드리프트 3대운동 파워리프팅 보디빌딩 파워빌딩 운동역학,https://yt3.ggpht.com/ytc/AIdro_nLuK26YgFsA7DLvLtloBrqykxWAd2Q9M3JD5R_RxYNlQU=s88-c-k-c0xffffffff-no-rj-mo,건강 피트니스 라이프스타일 (상위 주제)
UC81bxgGwnjeN7pLPJFci9uw,UNA 유나,Contact us beautyclouduna@gmail.com.,73420247,158,822000,유나 뷰티클라우드 una 미백주스 뱃살주스 스킨케어 홈케어 다이어트 healthy food life skincare korea 유나뷰스터 마스터세럼,https://yt3.ggpht.com/ytc/AIdro_nCaVeJQddt2G70LPOraa9rhNvEQYky76cMICMLcyDedgo=s88-c-k-c0xffffffff-no-rj-mo,라이프스타일 (상위 주제) 건강
UC81yvAZbv7O5YBJkHLcEN1g,쭈머 : Zoom,영화의 비하인드 스토리와 영화를 보면서 미처 알지 못했던 부분을 함께 알아가는 채널입니다. 항상 재밌게 봐주시는 여러분들 정말 ...,166975191,215,78800,영화 리뷰 마블 히어로 액션 해리포터 반지의제왕 스릴러 영화 비하인드 마법 볼드모트 결말,https://yt3.ggpht.com/DXyF5IxElDUq426PluiQurpW1GMj9BVdT96DqeYFKx7KBSg-Ye7_PCEighImfRytbgGPLrvT=s88-c-k-c0xffffffff-no-rj-mo,영화 엔터테인먼트 (상위 주제)
UC86ZLTaRIbTqYUzpbEK8MWQ,박성은 세계여행,,675,541,200000,갓성은 해외여행 세계여행 여행 여행유튜브 절망편 성은 베트남여행 베트남사기 인도사기 힐링 방콕 괌 다낭 다낭사기 여행사기 여행유튜버 공항사기 해외한달살기 한달살기 해외한달 여름휴가 겨울휴가 여름여행 겨울여행 가족여행 가족해외여행 유럽여행 유럽 동남아 여행휴가 현지체험 행복여행 힐링여행 감성여행 오지 프라이빗 프라이빗여행 인종차별 휴양지 동남아휴양지 여행숙소 해외슥소,https://yt3.ggpht.com/RE6q8KRv6iRqpmWYJahxyux7BZycePllQSAKA75L7juRhtpa9OwIaPs3VMFHGw3H7SNJbNV2kw=s88-c-k-c0xffffffff-no-rj-mo,Unknown
UC8a6z7i9qypp9PqJ_0HhBrw,깡스타일리스트,"관리하는 남자 스타일리스트 '깡' 입니다. 패션과 헤어 관리에 미쳐 있으며, 남자에 관한 모든것을 리뷰하고 진심으로 영상을 만듭니다.",517847956,1842,1250000,남자패션 패션유튜버 스타일리스트 남자코디 신발 패션 그루밍 헤어 스타일 남친룩 미니멀룩 스트릿룩 캐주얼룩 20대 30대 깡,https://yt3.ggpht.com/ytc/AIdro_nMCxF-upAvw_U-9gLBjDf1YhmmKpnJ6RpJRHj4-sGQ2g=s88-c-k-c0xffffffff-no-rj-mo,라이프스타일 (상위 주제) 패션
UC8B_76tkLwQmiaJwDKFytXw,Yoona's So Wonderful Day | 임윤아 오피셜,윤아의 So Wonderful Day/ Lim Yoon A Official.,29682982,93,659000,임윤아 윤아 yoona limyoona 소녀시대 윤아 yoonalim 윤아의 쏘 원더풀 데이 yoona's so wonderful day,https://yt3.ggpht.com/IfUzIA7MM6Uize9U_9rcYOxdb71f6emw7k5dHoBeHa9BbGTBWugK5OcnzHVcxhOQTXMqXyTU-Q=s88-c-k-c0xffffffff-no-rj-mo,라이프스타일 (상위 주제) 엔터테인먼트 (상위 주제)
UC8CIM3d3zDYMk-3T5aAz0yw,혜안,여러분의 유튜버 혜안입니다.,1772020835,1579,2540000,게임,https://yt3.ggpht.com/ntX6P4SGAQSDWJQkszDDPa5FA51e4QQR0lQtlsG9kzCrQZmd4AQE2rC7-6HyLCF0agTK36MRoQ=s88-c-k-c0xffffffff-no-rj-mo,액션 어드벤처 게임 액션 게임 게임 (상위 주제) 캐주얼 게임 롤플레잉 비디오 게임
UC8CZL4cvFiKwKKDNCuM2lTA,로키입니다만,배틀그라운드 선수 로키 박정영의 공식 유튜브입니다!!,15530419,556,42700,배그 로키 PUBG 프로게이머 FPS ROKI 배틀그라운드 FPS 프로게이머 하이라이트 다나와 PUBG 로키입니다만 아프리카TV 이노닉스 히카리 디엘 태민 스배 카배 1인칭 3인칭 카랭 카카오배그 스팀배그,https://yt3.ggpht.com/ytc/AIdro_kD0UWR8G2ncKPw9VsiQjbBZpWYDKFIuSl0Ssxil6nkNoE=s88-c-k-c0xffffffff-no-rj-mo,액션 게임 롤플레잉 비디오 게임 액션 어드벤처 게임 게임 (상위 주제)
UC8fdzD3dTsA9WMPeGJ3rpiw,앗싸가오리,"국내에 알려지지 않은 희대의 B급, 병맛 영화를 맛깔나게 소개하는 곳입니다 ^^ 천재 유튜버가 들려주는 제대로 된 병맛 리뷰를 경험해 ...",32855350,841,79500,영화리뷰 미개봉영화 영화결말포함 b급영화 병맛영화 일본영화 앗싸가오리 영화결말 병맛리뷰 공포영화 전쟁영화 코미디영화 액션영화 일본병맛영화 b급병맛영화,https://yt3.ggpht.com/ytc/AIdro_kKx35p3xF_p0u4vKjOGGUGJaYiZdiTPLIsPSBaPKCwQgOJ=s88-c-k-c0xffffffff-no-rj-mo,영화 엔터테인먼트 (상위 주제)
UC8gFadPgK2r1ndqLI04Xvvw,Maangchi,"Hi! I'm Maangchi! My channel is all about cooking, eating, and enjoying Korean cuisine with your family and friends. Cooking ...",752360112,568,6430000,Korean food Korean cooking Maangchi Korean recipe Korean cuisine Korean authentic recipe travel cooking Korean kitchen cooking YouTube video recipe,https://yt3.ggpht.com/ytc/AIdro_nN8u70A-cF9DuQ1waj6JT-TLOBQqoh1nslvUsijnBEU5o=s88-c-k-c0xffffffff-no-rj-mo,음식 라이프스타일 (상위 주제)
UC8GVX05oeuw4vTWve7QYULw,가든의 세계여행,여행영상.,41060308,212,184000,세계여행 세계일주 태국여행 태국 방콕 치앙마이 스페인 유럽여행 스페인여행,https://yt3.ggpht.com/ytc/AIdro_nMqiXebKAoeAeKk_D4umfOPJRe2CDckEeFy--pdfvfpnQ=s88-c-k-c0xffffffff-no-rj-mo,음식 라이프스타일 (상위 주제) Unknown
UC8JtQf77wqhVpOQ8Cze8JjA,TVING SPORTS,"짜릿한 승부의 순간, TVING SPORTS.",143502322,820,288000,,https://yt3.ggpht.com/B5wZvbrvLTPx7iJZHKaFm-rAgtUb9Vto4OnxjIKdGpKQKiYtfxZp09Gwcgzy7-Hv5p7ciggEpw=s88-c-k-c0xffffffff-no-rj-mo,야구 농구 스포츠 (상위 주제) 라이프스타일 (상위 주제)
UC8kRUGUkq_sTGuKNR1l6Rrw,FRAN,,1138455873,1840,3000000,,https://yt3.ggpht.com/ytc/AIdro_moMAmMz84aNc0KqUxynR0h8gwHe0pyEDaQJAF6zV_U2ao=s88-c-k-c0xffffffff-no-rj-mo,라이프스타일 (상위 주제) 음식
UC8LPp9CiM5cCK22HgIgcOiA,사둥이네TV,귀여운 토이푸들과 함께하는 이야기.,83921273,724,133000,강아지 사둥이네 푸들 다견가정 poodle トイプードル,https://yt3.ggpht.com/ytc/AIdro_kDCCvadd99is3eQ9YcaruEogR6wPeNL693YOy3K5GjRH1p=s88-c-k-c0xffffffff-no-rj-mo,라이프스타일 (상위 주제) 반려동물
UC8NmKAjUM0K4TZqNgboNEWA,와코,누구인가? 누가 구독을 안했는가? instagram : sawakoko13.,32864699,100,149000,브이로그 학생브이로그 VLOG 여행브이로그 korean student vlog 일상 브이로그 grwm,https://yt3.ggpht.com/MWsE-7ViJlT6QbmsNJLl04rWSb1JVqqttX2W7H_4TydZFRG3GP_821ETVJcV3sT9GXBIlzpf=s88-c-k-c0xffffffff-no-rj-mo,라이프스타일 (상위 주제)
UC8OdeMmIEXRJx5AERdMnLZg,치명적,유튜브 라이브 흉가 전문 BJ 저녁 10시 30분 ON 계좌 후원 : 110 385 432410 신한은행 이현우.,1766999,242,18100,,https://yt3.ggpht.com/YUMcG6F2kx-8roYWpnWDP_qx4kkz3zHEkx8MfZYgOEq5oIfVN6j-DlpGT2eC3uuQTg5iYyOTCQ=s88-c-k-c0xffffffff-no-rj-mo,사회 (상위 주제)
UC8OUSYm-ztRAT6EE6VHPpGw,MBC 미스터리 : 심야괴담회 X 서프라이즈,세상의 모든 괴담 MBC 미스터리 : 심야괴담회 X 서프라이즈 심야괴담회 매주 일요일 밤 10시50분 방송 서프라이즈 매주 일요일 오전 ...,580347553,4568,898000,서프라이즈 재연 놀람 공포 호러 외계인 MBC 한국 감동 재미 웃긴 전쟁 귀신 유령 꿈 기묘한이야기 미스테리 충격 심야괴담회 심괴 김숙 살목지 식장산 시즌4,https://yt3.ggpht.com/loN6dHLP40KdSON1i_wxaJakF2GUrTsjcIXNb5BaZkSti1YuT1e-Dlq2OEeVpvjj03jm4xIu0w=s88-c-k-c0xffffffff-no-rj-mo,엔터테인먼트 (상위 주제) TV 프로그램 영화
UC8P33HyFhfqThDUGk0disqw,재유JEYU,디테일 장인 뷰티유튜버   뷰티 꿀팁 / 패션 / 하울 / 일상 + 재테크 / 자기계발 이야기도 좋아하는 사람.. [Contact mail] jeyu@dmil.kr ...,135438734,694,540000,,https://yt3.ggpht.com/8tchUMsRZMDjy2cBo1NFolFTM2CBb4PzMKQJv-xqGJlBo99hGHLNMnJzSOI2v3dargo7iEu-3xI=s88-c-k-c0xffffffff-no-rj-mo,라이프스타일 (상위 주제)
